"class";"aa_000";"ab_000";"ac_000";"ad_000";"ae_000";"af_000";"ag_000";"ag_001";"ag_002";"ag_003";"ag_004";"ag_005";"ag_006";"ag_007";"ag_008";"ag_009";"ah_000";"ai_000";"aj_000";"ak_000";"al_000";"am_0";"an_000";"ao_000";"ap_000";"aq_000";"ar_000";"as_000";"at_000";"au_000";"av_000";"ax_000";"ay_000";"ay_001";"ay_002";"ay_003";"ay_004";"ay_005";"ay_006";"ay_007";"ay_008";"ay_009";"az_000";"az_001";"az_002";"az_003";"az_004";"az_005";"az_006";"az_007";"az_008";"az_009";"ba_000";"ba_001";"ba_002";"ba_003";"ba_004";"ba_005";"ba_006";"ba_007";"ba_008";"ba_009";"bb_000";"bc_000";"bd_000";"be_000";"bf_000";"bg_000";"bh_000";"bi_000";"bj_000";"bk_000";"bl_000";"bm_000";"bn_000";"bo_000";"bp_000";"bq_000";"br_000";"bs_000";"bt_000";"bu_000";"bv_000";"bx_000";"by_000";"bz_000";"ca_000";"cb_000";"cc_000";"cd_000";"ce_000";"cf_000";"cg_000";"ch_000";"ci_000";"cj_000";"ck_000";"cl_000";"cm_000";"cn_000";"cn_001";"cn_002";"cn_003";"cn_004";"cn_005";"cn_006";"cn_007";"cn_008";"cn_009";"co_000";"cp_000";"cq_000";"cr_000";"cs_000";"cs_001";"cs_002";"cs_003";"cs_004";"cs_005";"cs_006";"cs_007";"cs_008";"cs_009";"ct_000";"cu_000";"cv_000";"cx_000";"cy_000";"cz_000";"da_000";"db_000";"dc_000";"dd_000";"de_000";"df_000";"dg_000";"dh_000";"di_000";"dj_000";"dk_000";"dl_000";"dm_000";"dn_000";"do_000";"dp_000";"dq_000";"dr_000";"ds_000";"dt_000";"du_000";"dv_000";"dx_000";"dy_000";"dz_000";"ea_000";"eb_000";"ec_00";"ed_000";"ee_000";"ee_001";"ee_002";"ee_003";"ee_004";"ee_005";"ee_006";"ee_007";"ee_008";"ee_009";"ef_000";"eg_000"
"neg";31130;NA;616;544;0;0;0;0;0;0;456;22664;1303874;783184;70516;8318;1145852;1522;0;0;0;0;1706010;1293168;629082;361152;0;0;5334;0;1976;388;0;0;0;0;0;0;957768;1209226;22018;0;4208;8308;15122;352418;1568554;240392;10;0;0;0;747034;481924;209600;147740;119786;100378;116286;265690;574;0;2335488;30;50;134;12;1145852;51156;269568;355590;299120;NA;NA;NA;NA;NA;NA;NA;324620;31130.78;2335488;2335488;2331744;15568;11008;108280;1120360;2189012;1209600;73316;0;106;0;1882224.96;0;304997.76;0;0;0;0;0;3382;325648;1163820;646834;43664;5262;402;28;36;2335488;NA;3418;456;42182;190244;92834;1421268;421138;17122;350;0;870;1770;1267990;78660;24;56044;0;0;1897766;1710;250;0;0;0;0;0;0;0;0;32216;16994;3252;0;0;64864;14904;1890860;261914;0;0;0;0;2298480;1088.46;1008;320424;460636;271944;122664;310572;411722;231396;55774;3880;0;0;0
"neg";10668;NA;0;NA;0;0;0;0;0;0;41244;118184;425838;163364;2842;0;311828;0;54;0;38;182;752520;725000;47164;14608;0;0;0;0;0;0;49272;16666;8644;19062;5632;61426;191358;175690;223722;0;5110;840;1040;1530;37492;705458;2;0;0;0;296074;369394;55400;21822;6132;1750;764;136;0;0;799864;108;16;952;128;311828;4184;19864;27102;NA;NA;NA;NA;NA;NA;NA;NA;45660;10667.6;799864;799864;797390;2700;42558;79132;797700;751472;1209600;0;NA;NA;NA;681413.76;0;64591.68;8;114;0;0;432;74202;354624;231816;85146;4498;724;30;NA;16;799864;NA;5376;144;23470;63288;27126;448118;179200;4670;80;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;470;102;0;0;0;0;0;0;0;0;2342;3168;456;0;0;9042;1372;2876280;291792;0;922;0;0;9667740;372.2;396;71694;57096;391214;185466;37460;5066;2130;808;538;0;0;0
"neg";7616;NA;2130706436;136;0;0;0;0;0;0;290;95672;423312;50910;260;0;232716;0;0;0;0;0;524910;452474;141350;51374;0;0;0;0;158;150;0;0;0;0;0;6008;191946;89804;282686;0;588;134;324;536;49942;518904;16;0;0;0;220264;215584;62898;37882;20284;8764;3672;1096;0;0;666448;392;104;1354;2;232716;7374;83466;57338;NA;NA;NA;NA;NA;NA;NA;NA;139400;7617;666448;666448;660332;2187;1220;59608;664280;570444;1209600;25300;2;38;0;449694.72;0;81232.32;0;148;0;0;0;42850;244038;266822;13944;2426;364;0;16;24;666448;NA;1176;160;7456;64248;41038;254176;196766;5374;50;0;188;326;449082;84590;0;3302;0;20;475710;682;58;0;0;0;0;0;0;0;0;4150;4350;1744;0;0;15216;3574;2046900;210816;0;0;0;0;0;404.84;420;87748;145582;72316;50520;80642;20860;18540;84980;9014;242;0;0
"neg";37806;NA;488;418;0;0;0;0;0;15330;104308;569574;1135064;495572;42650;2862;1026780;0;0;0;9624;13622;2229712;1956824;510872;208134;0;0;0;0;388;136;0;0;0;0;0;56006;1423540;751198;134616;0;2954;2646;4496;429610;1466272;456406;2976;0;0;0;797644;497562;226368;175078;157786;152498;222746;135678;0;0;2751034;218;168;342;10;1026780;28872;346554;162792;229740;230500;NA;NA;NA;NA;NA;NA;43600;37805.74;2751034;2751034;2748056;16776;1392;29024;323280;2365360;1209600;71806;0;50;0;2068152;0;295326.72;0;0;0;1598;54892;222268;758546;874370;428262;22216;3120;88;36;44;2751034;NA;4084;562;59442;102460;123880;1686412;360910;27220;390;0;720;328;2051934;76568;0;300;0;10;2092154;1334;144;0;0;0;0;0;0;0;0;16896;33076;6290;0;0;69580;16214;83960;16806;0;0;0;0;721510;1027.58;1240;315912;369590;292192;151884;305048;274288;242232;174730;235778;3706;0;0
"neg";466;0;8;6;0;0;0;0;0;0;13144;23714;2724;0;0;0;18206;0;0;0;996;1564;42972;38622;10280;1236;0;0;0;0;32;20;0;0;0;0;0;0;0;15354;24228;0;2544;38;42;50;58;27010;9840;0;0;0;18302;4686;6164;6844;2782;520;284;0;0;0;54290;34;32;6;0;18206;532;5252;4888;NA;NA;NA;NA;NA;NA;NA;NA;9800;466.74;54290;54290;54800;147;0;5142;53740;39690;1209600;828;0;8;0;24716.16;0;12551.04;0;22;0;0;6046;11528;5670;15436;902;0;0;0;2;12;54290;0;2568;42;42;266;248;3970;31000;1446;0;0;14;52;24076;14302;0;54;0;0;26574;168;212;0;0;0;0;0;0;0;0;464;0;0;0;0;318;62;840;84;0;0;0;0;0;212.56;98;14166;6556;1124;636;1150;446;990;14514;0;0;0;0
"neg";1058;NA;44;NA;0;0;0;0;0;0;6462;62006;2408;0;0;0;31214;0;0;0;452;1666;88462;81670;43196;3652;0;0;0;0;0;0;0;0;0;0;0;0;0;26490;44382;0;966;14;24;48;2012;67808;0;0;0;0;22964;19518;21058;4264;1644;598;184;600;40;0;132146;10;16;12;0;31214;712;35598;7316;NA;NA;NA;NA;NA;NA;NA;NA;42740;1058.81;132146;132146;129486;350;296;12810;131740;70866;1209600;0;NA;NA;NA;54548.16;47.04;13499.52;NA;NA;0;0;2072;59942;7272;1370;140;74;0;0;NA;0;132146;NA;1004;10;3958;3452;6092;55508;846;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;150;102;0;0;10;5952;0;0;0;0;546;162;32;0;0;2086;302;262900;26980;111500;180;0;0;58830;NA;NA;14730;10626;4800;2058;6182;5140;5492;21840;4;0;0;0
"neg";868;0;84;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;40344;0;0;0;20950;30694;100654;107244;26408;1860;0;0;0;0;212;104;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;148182;10;10;140;0;40344;1240;10690;15470;NA;NA;NA;NA;NA;NA;NA;NA;24980;868.1;148182;148182;153354;296;0;14252;146720;125154;1209600;2478;NA;NA;NA;52232.64;26928;36279.36;0;122;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;152;148182;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;232;592;0;26946;0;0;0;0;0;0;1818;16;10;0;0;1670;478;0;0;0;0;0;0;0;762.56;416;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0
"neg";14;0;2;2;0;0;0;0;0;0;4;1776;2112;0;0;0;772;0;0;0;0;0;4444;2730;32850;580;0;0;0;0;0;10;0;0;0;0;0;0;0;0;3892;0;34;38;60;700;696;2364;0;0;0;0;2074;448;204;106;194;58;470;148;152;38;37310;0;4;2;0;772;112;31250;1590;NA;NA;NA;NA;NA;NA;NA;NA;32740;13.63;37310;37310;42648;25;0;3678;37180;3912;1209600;258;2;2;0;1781.76;0;1039.68;4;20;0;0;0;1696;1052;1144;0;0;0;0;0;4;37310;0;1102;6;4;16;294;1104;1070;294;2;0;0;30;1614;172;0;0;0;0;1890;16;98;0;0;0;0;0;0;0;0;142;0;0;2614;1052;186;44;9300;930;5268;76;0;0;0;0.62;22;2164;1134;420;100;60;8;6;0;0;0;0;0
"neg";784;NA;30;14;0;0;0;0;0;148;30842;28068;1528;0;0;0;28734;0;0;0;3050;5474;51738;44786;21918;3272;0;0;0;0;102;18;0;0;0;0;0;0;0;40678;19908;0;1872;132;194;192;32800;25396;0;0;0;0;20004;17472;15248;5164;1478;564;308;324;24;0;76844;2;48;794;0;28734;948;11156;10636;NA;NA;NA;NA;NA;NA;NA;NA;21220;784.46;76844;76844;77506;269;0;7256;76140;60586;1209600;1560;0;14;0;45476.16;0;13593.6;NA;NA;0;164;12054;43802;3034;1110;400;22;0;0;0;32;76844;NA;1666;64;1360;2276;2132;8986;40196;3858;48;0;24;20;45158;28034;0;0;0;0;46962;168;124;0;0;0;0;0;0;0;0;782;26;4;21342;3030;652;136;3120;312;74636;94;0;0;0;NA;NA;15892;9792;3360;724;4450;22438;1528;2402;0;0;0;0
"neg";1314;NA;24;24;0;0;0;0;0;0;126;3988;72740;11142;0;0;40714;0;0;0;0;0;89110;81604;9546;4616;0;0;0;0;6;6;0;0;0;0;0;0;76218;11778;0;0;610;54;114;604;46906;39708;0;0;0;0;31810;42596;10142;2772;502;106;58;10;0;0;98708;0;6;6;0;40714;652;4074;5442;NA;NA;NA;NA;NA;NA;NA;NA;9320;1314.69;98708;98708;102652;311;0;9668;98380;87996;1209600;1568;0;12;0;79450.56;0;8449.92;0;0;0;0;0;262;34266;52628;652;158;30;0;40;244;98708;NA;226;44;922;2818;1428;11116;68964;2364;114;0;46;104;80406;24;0;62;0;26;81018;108;196;0;0;0;0;0;0;0;0;466;376;84;0;0;1752;254;2840;304;0;0;0;0;314720;554.7;96;9232;9612;5112;32550;31212;278;0;0;0;0;0;0
"neg";300;0;8;8;0;0;0;0;0;0;21720;22454;1704;0;0;0;21262;0;0;0;4798;7248;40156;40582;7562;866;0;0;0;0;10;6;0;0;0;0;0;0;0;10568;35310;0;1570;16;42;30;40;10240;26504;7432;4;0;29992;4694;3698;3650;2600;1136;108;0;0;0;52562;0;0;6;0;21262;398;2776;4712;NA;NA;NA;NA;NA;NA;NA;NA;7140;299.49;52562;52562;55230;121;0;5068;52080;45976;1209600;1096;0;8;0;18692.16;0;25954.56;2;34;0;0;9232;15914;14504;6222;6;0;0;0;6;22;52562;0;1516;46;108;8770;5440;8492;19852;1648;6;0;22;14;18844;4422;0;0;0;0;20348;132;108;0;0;0;0;0;0;0;0;446;0;2;0;0;742;142;180;18;0;0;0;0;0;333.72;92;27342;6144;2082;630;1392;1404;2132;4752;0;0;0;2
"neg";38902;NA;96;70;0;0;0;0;0;0;9186;567208;1878836;265994;7100;0;1281814;0;0;0;0;0;2394068;2029268;528428;243124;0;0;0;0;540;66;0;0;0;0;0;0;1683742;1044582;0;0;3722;1606;2108;14264;1541270;1165322;32;0;0;0;1397182;396644;221890;168018;144570;125166;120830;152336;1688;0;2923756;96;568;84;2;1281814;37772;193118;332118;207920;230240;NA;NA;NA;NA;NA;NA;79340;38901.61;2923756;2923756;2884210;14988;70;41724;491660;2728324;1209600;63198;0;172;0;2348910.72;0;374424;0;0;0;0;208;154126;1216410;1201856;134526;18208;2938;52;12;20;2923756;NA;7852;1060;22052;211808;209134;1896856;365916;13608;38;0;148;156;2318278;52216;70;1786;0;0;2399444;3348;232;0;0;0;0;0;0;0;0;23644;24128;5880;0;0;81858;10116;148980;15332;0;0;0;0;0;2109.14;2440;409098;542984;254652;143300;564250;508788;192730;66920;45524;78;0;0
"neg";24;NA;16;16;0;0;0;0;0;0;54;0;6732;232;0;0;2650;0;0;0;0;0;16984;14452;5156;1068;0;0;0;0;58;28;0;0;0;0;0;0;7018;0;0;0;60;36;28;58;3750;3086;0;0;0;0;5968;830;150;48;8;2;6;6;0;0;22160;4;14;0;0;2650;200;2580;2566;NA;NA;NA;NA;NA;NA;NA;NA;5040;24.66;22160;22160;25446;14;0;2106;21980;7018;1209600;578;2;2;0;3643.2;0;3332.16;0;0;0;0;0;0;1856;4744;304;114;0;0;2;8;22160;NA;84;14;20;190;760;1650;3436;850;14;0;28;144;4224;58;0;14;0;18;4320;54;46;0;0;0;0;0;0;0;0;146;0;0;0;0;194;84;13600;1344;20848;80;0;0;0;33.26;36;3642;2736;524;102;14;0;0;0;0;0;0;0
"neg";27876;NA;0;NA;0;0;0;0;0;0;71708;672800;739102;364936;10690;1552;950664;0;118;0;1422;1878;1663428;1467604;315002;155942;0;0;1382;0;0;0;0;0;0;0;0;3886;511720;1211376;133806;0;4462;4458;4740;43294;1139038;634548;30246;2;0;0;697672;326378;117078;74998;57624;59830;114094;231896;150536;30682;1980426;44;66;742;470;950664;28278;164348;149376;172100;NA;NA;NA;NA;NA;NA;NA;137900;27875.8;1980426;1980426;1952060;14029;377676;73848;765120;1860788;1209600;0;NA;NA;NA;1619158.08;0;237771.84;NA;NA;0;0;15224;220918;628176;686304;279772;25564;4472;358;NA;0;1980426;NA;3778;422;88968;121086;224026;1202702;203256;16538;12;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;1806;120;0;0;0;0;0;0;0;0;16536;24348;3994;0;0;68454;11770;2777100;718120;0;5672;0;0;1172220;NA;NA;251550;405870;252164;111992;196572;215218;117914;90540;205624;13344;0;0
"neg";16928;NA;0;NA;0;0;0;0;0;0;82026;1323068;1195926;114014;1236;0;1292578;0;0;0;1016;1412;2554624;2239898;459478;181194;0;0;0;0;0;0;0;0;0;0;0;3738;2676356;7030;29144;0;7340;2138;3556;3536;89222;2576128;34328;20;0;0;1711298;438546;175696;105376;77434;76828;114684;16404;0;0;3017512;0;150;34;1058;1292578;41250;201000;256060;160900;195420;NA;NA;NA;NA;NA;NA;83680;16927.26;3017512;3017512;2925732;9821;454680;49550;575580;2716286;1209600;0;NA;NA;NA;2006057.28;0;698640;0;0;0;0;11144;506256;1261910;778280;124384;28010;6260;22;NA;750;3017512;NA;10078;1800;108094;396458;205436;1268352;701004;25036;8;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;6576;568;0;0;0;0;0;0;0;0;27376;18614;2988;0;0;137834;21872;4796340;890852;0;0;0;0;0;4025.16;4626;744768;1464512;235700;58068;116032;40764;23898;11868;19170;1488;0;0
"neg";1276;NA;126;NA;0;0;0;0;238;58240;29274;7856;3184;0;0;0;17240;0;0;0;26470;35980;49372;65622;19300;4288;22;0;0;0;640;394;0;0;0;0;0;0;0;77918;20874;0;1224;26;86;100;1286;96056;14;0;0;0;30352;35900;25592;4602;1232;310;200;366;232;6;95210;16;88;16;0;17240;792;5762;13360;NA;NA;NA;NA;NA;NA;NA;NA;18840;1275.07;95210;95210;119976;414;0;10008;94820;98792;1209600;2800;NA;NA;NA;72214.08;6264;19081.92;0;24;0;46752;37376;8486;5358;820;0;0;0;0;NA;16;95210;NA;1220;38;3676;5088;16606;69708;2456;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;168;98;100;6546;0;0;0;0;0;0;1008;478;60;468;70;1814;360;1080;112;5060;6;0;0;275070;101.74;116;27982;13842;5742;2778;7856;18488;13684;8370;50;0;0;0
"neg";1060;NA;90;66;0;0;0;0;0;1074;40214;39408;2820;0;0;0;32608;0;0;0;4368;7476;68306;57432;44558;5860;0;0;0;0;148;252;0;0;0;0;0;0;0;53160;30356;0;1128;116;146;132;444;81518;32;0;0;0;32676;39720;8780;1200;386;114;72;408;150;10;117328;18;30;4;0;32608;1306;26692;17070;NA;NA;NA;NA;NA;NA;NA;NA;43400;1059.32;117328;117328;115454;310;0;11098;116240;83516;1209600;2780;0;10;0;59326.08;0;23098.56;0;38;0;1024;37352;38780;5128;1058;144;30;0;0;30;42;117328;NA;1102;26;3884;3166;9840;64694;804;0;0;0;120;458;58874;27796;0;0;0;0;60922;172;304;0;0;0;0;0;0;0;0;1106;42;6;22750;5776;2288;402;1720;172;6332;70;0;0;59350;162.64;162;25044;13946;5348;1340;2646;8684;5042;21408;58;0;0;0
"neg";2396;NA;NA;NA;NA;NA;0;0;0;0;60;16822;114820;1476;0;0;52490;0;158;NA;0;0;130072;123090;11776;3964;NA;0;0;0;NA;NA;0;0;0;0;0;9476;82622;14224;26856;0;2122;166;150;160;382;130198;0;0;0;0;77786;42074;10252;2226;266;144;382;48;0;0;141860;NA;NA;NA;NA;52490;1194;5940;5792;0;0;0;0;0;0;0;0;11440;2396.97;141860;141860;NA;433;NA;NA;141520;NA;1209600;NA;NA;NA;NA;124316.16;0;6864.96;NA;NA;0;0;0;11502;86556;33454;1264;334;68;0;NA;NA;141860;NA;2006;22;1838;3520;3450;103838;17874;628;2;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;546;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9438;9256;10554;7028;30772;66086;44;0;0;0;NA;NA
"neg";40548;NA;2130706432;8050;0;0;0;0;0;0;8060;997788;4020284;562840;11804;10;2830964;41300;0;0;0;0;4320928;2767932;2009396;1335466;0;0;609720;0;43548;5820;0;0;0;0;0;254402;2967030;2379352;2;0;14592;9770;7670;10298;518256;5039410;772;18;0;0;1969310;1724920;433066;286454;240058;235846;427460;283672;0;0;6332186;112;394;264;144;2830964;147610;919580;1083210;349680;341260;314900;440460;472640;NA;NA;NA;72740;40547.8;6332186;6332186;6296680;31802;388490;11526;265800;5600786;1209600;180690;6;182;0;4818841.92;0;778040.64;0;2126;0;0;0;22668;1131132;3000312;1234902;188234;21444;2094;1746;1740;6332186;NA;13698;2466;363162;427972;280782;3338284;1159530;14738;154;0;14782;15714;1010350;60430;0;72502;52;8;4869112;5578;2846;0;0;0;0;0;0;0;0;121990;12416;2712;0;0;103186;28846;68580400;7510190;46;132550;0;0;36847930;3952.3;4326;816194;3681440;1000612;35578;64650;1966;112;142;92;0;0;0
"neg";85886;NA;2130706432;248;0;0;0;0;0;0;153910;1417592;2984094;1083810;112124;840;2357574;0;0;0;404;650;5487922;4875066;960320;471794;0;0;0;0;288;116;0;1746;13404;15708;23252;175192;1943808;1728978;1850282;0;8756;6920;26892;66810;319078;5321528;2386;0;0;0;2063740;1306086;761280;414158;283684;268944;562884;91594;0;0;6449828;1372;1204;972;12;2357574;56754;599370;357400;142340;141860;162980;138020;313980;NA;NA;NA;49800;85886.34;6449828;6449828;6439500;33479;3532;32618;385600;5752370;1209600;140104;4;134;0;4678004.16;0;1068468.48;130;2274;0;0;44806;692172;2164462;2228908;580430;36178;5302;112;46;52;6449828;NA;10098;1096;202436;493354;234476;3397414;1361506;51740;250;0;428;248;4504250;679682;0;32578;0;8;4728770;3354;288;0;0;0;0;0;0;0;0;34800;100606;31540;0;0;99074;15868;14444200;1482478;0;0;0;0;28956240;2269.7;2358;1106480;780700;591736;290306;625472;907964;947280;458600;43832;0;0;0
"neg";2080;NA;NA;NA;0;0;0;0;0;0;18220;103722;6034;0;0;0;55136;0;380;NA;0;0;123710;114320;13376;6086;0;0;0;0;0;0;0;0;0;0;0;2002;87848;10316;27810;0;1426;10;40;36;74;122382;4008;0;0;0;65130;45726;12470;3418;506;164;304;252;6;0;137118;4;4;10;42;55136;1190;6654;6594;0;0;0;0;0;0;0;0;13080;2079.48;137118;137118;NA;403;2086;NA;136760;NA;1209600;0;NA;NA;NA;113395.2;0;12982.08;NA;NA;0;0;0;95608;30126;1710;434;84;14;0;NA;0;137118;NA;1448;24;4486;4516;9882;93934;12422;1262;2;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;112;24;NA;NA;NA;NA;NA;NA;NA;NA;708;2640;512;0;0;4970;1100;499100;59594;0;0;0;0;NA;NA;NA;15204;11376;8466;8960;72756;11030;168;14;2;0;0;0
"neg";38374;NA;2130706438;NA;0;0;0;0;0;0;15544;904344;1200806;175464;7098;0;1018550;0;0;0;0;0;2066124;1805390;351162;225632;0;0;0;0;596;242;0;0;0;0;0;27830;1598008;677418;0;0;1092;256;490;672;3022;2287306;10370;44;4;0;658728;693090;238412;167714;148548;223572;172928;264;0;0;2417714;374;592;202;0;1018550;29388;212634;136004;192220;NA;NA;NA;NA;NA;NA;NA;155000;38374.59;2417714;2417714;2424494;13722;27438;118622;1203480;2303256;1209600;0;NA;NA;NA;2058975.36;0;242861.76;0;492;0;0;0;332486;985708;802050;172206;8406;2206;194;NA;246;2417714;NA;2838;424;56138;93570;87270;1491742;560186;11014;74;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;988;86;0;0;0;0;0;0;0;0;16156;48340;21458;0;0;43972;8582;15243120;1603056;0;0;0;0;310730;669.76;804;251670;288128;227542;138632;447816;498190;351040;99886;352;0;0;0
"neg";81284;0;2130706432;350;0;0;0;0;0;17460;144308;130112;1244;0;0;0;2150782;0;0;0;58302;88628;3990642;3392616;1220770;536460;0;0;0;0;684;1594;0;0;0;0;0;0;394;67764;224966;0;646;558;712;736;962;129328;153602;6358;222;0;106580;57464;34296;23486;16950;13192;10742;7672;4142;18600;5270932;178;16642;1072;22;2150782;76092;688962;526508;224260;287180;298240;313980;NA;NA;NA;NA;84880;81283.34;5270932;5270932;319000;1740;19714;32854;420280;4667762;1209600;179832;2;102;0;4167250.56;0;479064.96;34;102;0;180;12960;62506;109634;78686;18174;9618;1356;10;0;1450;5270932;0;448;80;26744;15176;22080;211976;15484;1122;14;0;282;3096;4164464;2040958;0;134;0;0;4222156;4660;628;0;0;0;0;0;0;0;0;47244;9072;4084;7978048;1582370;120664;26390;16088220;1699562;2839830;9514;0;0;2656150;1.72;168;46262;42838;24454;9584;17226;14918;15526;108656;12538;1122;0;0
"neg";39188;NA;132;102;0;0;0;0;0;0;7224;711164;1607752;263686;7300;552;1174726;0;0;0;0;0;2303390;2006580;413640;240254;0;0;0;0;280;64;0;0;0;0;0;7192;1885196;211290;494000;0;1892;384;718;8288;1131004;1454946;446;0;0;0;995088;729190;172410;102434;68198;61426;93376;363544;12012;0;2717766;34;18;376;2;1174726;34392;179144;233662;177760;182700;NA;NA;NA;NA;NA;NA;46660;39187.08;2717766;2717766;2709294;15230;3478;25070;291360;2597678;1209600;55812;0;78;0;2210820.48;0;384312.96;0;0;0;0;0;97680;1104606;1214538;161250;15998;3572;34;118;134;2717766;NA;5002;738;28156;252852;136864;1558372;602508;13110;76;0;218;196;2021420;42646;44;22776;0;0;2234040;2630;122;0;0;0;0;0;0;0;0;17524;22090;5116;0;0;82522;14376;700260;91478;0;0;0;0;38187180;1163.62;1482;406008;463020;228838;140234;376294;378314;280764;156806;165246;2154;0;0
"neg";10;NA;2;2;0;0;0;0;0;0;2866;770;1946;0;0;0;1450;0;280;0;890;1506;9124;8458;5028;100;0;0;0;0;16;8;0;0;0;0;0;0;0;0;5582;0;924;12;8;18;284;4336;0;0;0;0;4188;588;80;216;46;28;74;326;22;14;15064;0;2;0;0;1450;108;3642;1380;NA;NA;NA;NA;NA;NA;NA;NA;4900;9.8;15064;15064;16730;17;174;1438;14900;5582;1209600;214;2;0;0;1592.64;0;3077.76;NA;NA;0;0;1854;1308;1414;608;398;0;0;0;0;6;15064;NA;926;10;20;10;16;1624;2756;220;0;0;2;16;1158;68;0;0;0;0;1806;38;36;0;0;0;0;0;0;0;0;148;0;0;304;84;40;10;1080;242;7244;14;0;0;0;NA;NA;4132;1276;58;16;38;46;16;0;0;0;0;0
"neg";38252;NA;1400;1062;0;0;0;0;0;0;149224;1255192;744396;82122;0;0;1063622;0;0;0;7224;11550;2004106;1767542;317406;211552;0;0;0;0;520;1266;0;0;0;0;0;90540;892602;510010;737782;0;2188;3910;7076;127950;1381362;707770;676;2;0;0;659446;634540;364700;192308;118838;147776;113326;0;0;0;2329052;0;382;924;28;1063622;32098;163874;152622;153100;NA;NA;NA;NA;NA;NA;NA;160580;38252.34;2329052;2329052;2330566;12974;790;109260;1115500;2230934;1209600;60988;0;20;0;1980777.6;0;248721.6;0;0;0;0;29092;487862;1011488;618166;77060;5458;1576;232;1326;1346;2329052;NA;2860;386;48842;120376;73034;1293512;667710;24112;102;0;1414;2970;1993454;405310;0;4610;0;42;1996362;1340;324;0;0;0;0;0;0;0;0;15108;20492;4386;0;0;67556;14984;14460;2254;0;0;0;0;1447300;1023.46;906;267156;291700;191922;109458;246250;340230;398204;200292;184462;1260;0;0
"neg";42480;NA;768;714;0;0;0;0;0;0;10220;1093060;1588654;401188;28156;160;1388818;0;0;0;0;0;2672290;2184152;802686;394048;0;0;0;0;1234;454;0;0;0;0;0;4908;1665300;791572;659658;0;2838;1514;4046;129286;2164976;818522;256;0;0;0;1238772;718410;213158;156168;120496;101888;135452;436116;978;0;3475862;214;328;4042;6;1388818;42144;359564;439392;256600;306060;NA;NA;NA;NA;NA;NA;231480;42480.62;3475862;3475862;3449558;20240;9702;98740;1047320;3121438;1209600;77694;0;98;0;2336139.84;12668.16;769713.6;0;0;0;0;0;217310;1477684;1244468;159772;18310;3754;140;36;46;3475862;NA;5840;776;45032;511318;222394;1217452;1087972;30322;332;0;972;1046;2211778;129934;0;66;0;44;2367568;2856;298;0;0;280;19726;0;0;0;0;23348;30964;7650;0;0;38822;28304;530600;72408;2907934;8074;0;0;41480670;1596.22;1758;817994;512028;206436;107936;259598;271736;334548;288248;314976;7938;0;0
"neg";41150;NA;0;NA;0;0;0;0;0;0;45380;1347730;1225260;224032;15184;790;1468686;0;0;0;660;1224;2509842;2150196;788490;311394;0;0;0;0;0;0;0;0;0;0;0;115156;1891624;402544;449052;0;2662;480;900;1862;15734;2822560;14174;4;0;0;1005090;671186;197150;140554;119924;211026;507778;5668;0;0;3299438;244;282;922;150;1468686;48494;523806;262942;314280;250800;NA;NA;NA;NA;NA;NA;218040;41150.11;3299438;3299438;3298938;17973;61566;84270;874980;2858376;1209600;0;NA;NA;NA;2401949.76;0;453220.8;2;196;0;0;9402;415084;1381604;898058;143310;8734;2132;52;NA;0;3299438;NA;4602;444;71792;198122;148274;1674660;745590;14644;248;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;2138;80;0;0;0;0;0;0;0;0;25578;55270;10424;0;0;118678;18168;2553800;510082;0;0;0;0;1840540;961.38;1154;475698;537896;375472;171558;354338;346366;315672;173580;102204;5592;0;0
